Registered Provider Name,Outlet Name,Address,Phone,Email,Website,Open Hours,NDIS Category,X,Y
The Trustee For Roseben Family Trust,Roseben Family Trust,"4 Durban Place, Craigieburn, VIC 3064",0421 218 803,remoonykhoshaba@hotmail.com,www.healthcareyoudeserve.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 10AM-4PM",Daily Living & Family Support Services,144.9137881,-37.6025744
Doutta Galla Aged Services Limited,Doutta Galla Lynch's Bridge Aged Care Fa,"44 Market Street, Kensington, VIC 3031",03 9376 2111,abolek@dgas.org.au,www.dgas.org.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.926736,-37.7898826
Interchange Gippsland Inc,Interchange Gippsland - Morwell,"66 Commercial Road, Morwell, VIC 3840",1300 736 765,admin@icg.asn.au,www.icg.asn.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,146.3844338,-38.2341728
Open Arms Community Services,Open Arms Community Services,"936 Morris Road, Truganina, VIC 3029",0405 542 508,info@openarmscommunityservices.com.au,www.openarmscommunityservices.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 10AM-4PM, Sunday: 10AM-4PM",Daily Living & Family Support Services,144.7116848,-37.8175011
Care Provisions Australia,"208 105 Pier Street Altona, VIC 3018","Unit 208, 105 Pier Street, Altona, VIC 3018",0406 370 244,charity.samuriwo@careprovisions.com.au,www.careprovisions.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.830605,-37.8660079
The Personnel Group Ltd,Benalla,"85 Nunn Street, Benalla, VIC 3672",1300 874 000,helllo@personnelgroup.com.au,www.personnelgroup.com.au,"Monday: 9AM-4PM, Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM",Daily Living & Family Support Services,145.9834271,-36.5511803
Including You,35 PROGRESS STREET SEYMOUR,"35 Progress Street, Seymour, VIC 3660",0414 135 644,shaye.garbutt@includingyou.com.au,www.includingyou.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.1369209,-37.0290427
Delightful Care Solutions Pty Ltd,Delightful Care Solutions PTY LTD,"Unit 204, 737 Burwood Road, Hawthorn East, VIC 3123",1300 440 270,service@delightfulcaresolutions.com.au,www.delightfulcaresolutions.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-1PM, Sunday: 9AM-1PM",Daily Living & Family Support Services,145.0488312,-37.8238891
St John Of God Accord,St John of God Accord - Community Campus,"551 Melton Highway, Sydenham, VIC 3037",1300 002 226,accord.ceo@sjog.org.au,www.accorddisability.org.au,Monday: 9AM-5PM,Daily Living & Family Support Services,144.7629611,-37.6948289
Your Local Care,Your Local Care,"5 Basil Close, Hallam, VIC 3803",0403 569 298,eiadchisty@gmail.com,yourlocalcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.2829272,-38.0099865
Cess Disability Services,Cess Disability Services,"171 Community Hub, Hillside, VIC 3037",0433 836 522,cessdisabilityservices@gmail.com,www.cessdisabilityservices.com,"Monday: 7AM-8PM, Tuesday: 7AM-8PM, Wednesday: 7AM-8PM, Thursday: 7AM-8PM, Friday: 7AM-8PM, Saturday: 7AM-8PM, Sunday: 7AM-8PM",Daily Living & Family Support Services,144.7468333,-37.6998924
Yea & District Memorial Hospital,YEA & DISTRICT MEMORIAL HOSPITAL,"20 Miller Street, Yea, VIC 3717",03 5736 0400,heather.luke@ydmh.org.au,https://yeahospital.org.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.4316613,-37.2138198
Elevate Support Care Pty Limited,Galada Avenue,"Level 4 Unit 402, 77 Galada Avenue, Parkville, VIC 3052",0449 873 127,abhinav@elevatesupportcare.com.au,elevatesupportcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.9391046,-37.7793182
Uniting (Victoria And Tasmania),Uniting Vic & Tas - SLES Melton,"3 Alexandra Street, Melton, VIC 3337",1300 090 989,employmentservices@unitingvictas.org.au,https://www.unitingvictas.org.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.5800355,-37.6842034
Araluen Centre,Diamond Creek,"Daimond Creek Dc, 27 Station Street, Diamond Creek, VIC 3089",03 9439 2805,helenr@araluen.org,araluen.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,145.1578121,-37.6727491
Al-Maridi Family Investment,AFTCare,"5 Braelands Close, Caroline Springs, VIC 3023",0402 634 453,admin@aftcare.com.au,www.aftcare.com.au,"Monday: 6AM-12PM, Tuesday: 6AM-12PM, Wednesday: 6AM-12PM, Thursday: 6AM-12PM, Friday: 6AM-12PM, Saturday: 6AM-12PM, Sunday: 6AM-12PM",Daily Living & Family Support Services,144.7430837,-37.7420279
All Required Care,All Required Care.,"Shop 6, 58 Albert Street, Sebastopol, VIC 3356",03 4343 2313,info@allrequiredcare.com,www.allrequiredcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM",Daily Living & Family Support Services,143.8406105,-37.5871354
Mcaps Care,MCAPS CARE,"Dressage Drive, Cranbourne South, VIC 3977",0406 274 329,care@mcaps.com.au,www.mcapscare.com.au,"Monday: 9AM-9PM, Tuesday: 9AM-9PM, Wednesday: 9AM-9PM, Thursday: 9AM-9PM, Friday: 9AM-9PM, Saturday: 9AM-9PM, Sunday: 9AM-9PM",Daily Living & Family Support Services,145.2326316,-38.126085
Mambourin Enterprises,Mambourin - Werribee,"11-19 Walls Road, Werribee, VIC 3030",03 9731 9200,contact@mambourin.org,www.mambourin.org,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 9AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.6381277,-37.8984558
Respect Group Limited,St John's Retirement Village Nursing Hom,"Nursing Home, 138 Williams Road, Wangaratta, VIC 3677",03 5721 4214,jenny.ball@stjohnsvillage.com.au,www.respect.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,146.2909528,-36.3441945
Your Life Your Choice Care Services,Your Life Your Choice Care Services Vict,"198 Monahans Road, Cranbourne, VIC 3977",08 7981 6320,info@ylyccs.com.au,www.ylyccs.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 8AM-5PM",Daily Living & Family Support Services,145.2690657,-38.0917141
Yallambee Traralgon Village For The Aged,Margery Cole Residential Care Service,"Margery Cole Hostel, 1 Matthews Crescent, Traralgon, VIC 3844",03 5132 3500,janet.moore@yallambee.com.au,www.yallambee.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,146.5490334,-38.1956441
Australian Unity Care Services Pty Ltd,Racecourse Grange,"Racecourse Grange, 428 Racecourse Road, Mornington, VIC 3931",03 5973 7000,ialcompliance@australianunity.com.au,https://www.australianunity.com.au/aged-care,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0723724,-38.2272987
Wintringham,Wintringham - Williamstown Hostel,"Wintringham Hostel, 2 Wintringham Road, Williamstown North, VIC 3016",03 9376 1122,adviceandinfo@wintringham.org.au,www.wintringham.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.8790851,-37.8548796
Genesis Support Services Pty Ltd,Genesis Support Services,"29 Landcox Way, Caroline Springs, VIC 3023",0488 098 577,admin@genesissupports.com.au,genesissupports.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.7473924,-37.7237469
Australian Unity Care Services Pty Ltd,Rathdowne Place,"497-513 Rathdowne Street, Carlton, VIC 3053",03 9240 7000,ialcompliance@australianunity.com.au,https://www.australianunity.com.au/aged-care,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.9709255,-37.7935898
Cooinda Terang Inc,Frederick St,"7 Frederick Street, Camperdown, VIC 3260",03 5593 2640,frederick@cooindaterang.org.au,www.cooindaterang.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,143.1387666,-38.2431914
Connecting2australia,Work Connections - Wonthaggi,"1/120 Mckenzie Street, Wonthaggi, VIC 3995",1300 111 212,info@c2a.org.au,www.connecting2australia.org.au,"Monday: 8AM-3PM, Tuesday: 8AM-3PM, Wednesday: 8AM-3PM, Thursday: 8AM-3PM, Friday: 8AM-3PM",Daily Living & Family Support Services,145.592665,-38.5970025
The Personnel Group Ltd,Wodonga,"115 Hume Street, Wodonga, VIC 3690",1300 874 000,hello@personnelgroup.com.au,www.personnelgroup.com.au,"Monday: 9AM-4PM, Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM",Daily Living & Family Support Services,146.885446,-36.1239792
Connect Support Services And Solutions P,Connect Support Services And Solutions,"312 Drummond Street South, Ballarat Central, VIC 3350",03 4373 1763,admin@connectsss.com.au,www.connectsss.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,143.8457519,-37.5678952
The Community Of Cypriots Of The Norther,St Andrew's Hostel,"St Andrews Aged Care, 98 Forrest Street, Ardeer, VIC 3022",03 9311 9143,manager@northerncypriotagedcare.com.au,www.northerncypriotagedcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.8119957,-37.7834522
Believe Care Services,Believe Care Services,"55 Doubell Boulevard, Truganina, VIC 3029",0469 087 223,believe.care.services@gmail.com,www.bcsvic.com.au,Monday: 8AM-5PM,Daily Living & Family Support Services,144.7188428,-37.8569129
Connecting2australia,Community Connections - Mornington,"311 Racecourse Road, Mornington, VIC 3931",1300 111 212,info@c2a.org.au,www.connecting2australia.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,145.0661659,-38.2377835
Blairlogie Living And Learning Inc,Bales,"26 Bales Road, Cranbourne East, VIC 3977",03 5978 7900,admin@blairlogie.org,www.blairlogie.org,Monday: 9AM-5PM,Daily Living & Family Support Services,145.2989738,-38.0926349
Uniting (Victoria And Tasmania),Uniting Vic & Tas - SLES Footscray,"51 Paisley Street, Footscray, VIC 3011",1300 090 989,employmentservices@unitingvictas.org.au,https://www.unitingvictas.org.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.8977989,-37.8008855
Expression Australia,Expression Australia - Oakleigh,"Level 3, 20-22 Atherton Rd, Oakleigh, VIC 3166",03 9567 0400,info@expression.com.au,www.expression.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.0893895,-37.898863
Caring Hearts Home Care Pty Ltd,Caring Hearts Head Office,"Level 6, Suite 6.18, 101 Overton Road, Williams Landing, VIC 3027",1800 844 995,info@caringhearts.com.au,www.caringhearts.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.7450264,-37.8667811
Uniting (Victoria And Tasmania),Uniting Vic & Tas - SLES Parkdale,"128-130 Parkers Road, Parkdale, VIC 3195",1300 090 989,ndis@vt.uniting.org,https://www.unitingvictas.org.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0789126,-37.9925301
Lead Consulting Services Pty Ltd,LEAD Consulting Services,"89 Overton Road, Williams Landing, VIC 3027",1800 115 323,alyson@leadconsultinggroup.net.au,www.leadconsultinggroup.net.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.7462478,-37.866593
Great Ocean Stays - Destination Accessib,245 Autumn Street Manifold Heights,"245 Autumn Street, Manifold Heights, VIC 3218",0403 515 605,book@greatoceanstays.com.au,www.destinationaccessible.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,144.334369,-38.1416617
Community Care Disability Services Pty L,COMMUNITY CARE DISABILITY SERVICES,"Suite 04, 84 Hotham St, Preston, VIC 3072",03 8199 7532,info@communitycareservices.com.au,www.communitycareservices.com.au,"Monday: 7AM-7PM, Tuesday: 7AM-7PM, Wednesday: 7AM-7PM, Thursday: 7AM-7PM, Friday: 7AM-7PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.0077026,-37.746465
Bloom Care Proprietary Limited,Bloom Care,"Unit 12, 10 Adamson Street, Braybrook, VIC 3019",0408 852 771,admin@bloomcare.com.au,bloomcare.com.au,"Monday: 6AM-10PM, Tuesday: 6AM-10PM, Wednesday: 6AM-10PM, Thursday: 6AM-10PM, Friday: 6AM-10PM, Saturday: 6AM-10PM, Sunday: 8AM-2PM",Daily Living & Family Support Services,144.8566181,-37.7886671
Distinctive Options,DO Connect Sunbury,"24 Macedon Street, Sunbury, VIC 3429",03 9740 7100,info@d-o.com.au,www.distinctiveoptions.com.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,144.733061,-37.5793578
Mckenzie Aged Care Group Pty Ltd,Sutton Park Assisted Aged Care,"126-134 Exford Road, Melton South, VIC 3338",03 9743 8933,cmoss@mckenzieacg.com,"44 musk ave, kelvin grove brisbane","Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.5737181,-37.7158123
Australian Unity Care Services Pty Ltd,Victoria Grange Aged Care,"502-514 Burwood Highway, Vermont South, VIC 3133",03 9955 4200,ialcompliance@australianunity.com.au,https://www.australianunity.com.au/aged-care,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1844529,-37.8596495
Statewide Autistic Services,SASI Active Choices Recreation,"13 Sir Laurence Drive, Seaford, VIC 3198",03 9773 6044,enquiries@sasi.org.au,www.sasi.org.au,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM, Saturday: 9AM-6PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.144589,-38.1145937
Australian Foundation For Disability,Afford Community Services Centre - Hoppe,"Heaths Road, Hoppers Crossing, VIC 3029",1800 233 673,support.centre@afford.com.au,www.afford.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.6844239,-37.8776343
Ario Care Group Pty Ltd,Point Cook BC,"Building C4, Level 1, Suite 5, 2 Main Street, Point Cook, VIC 3030",1800 413 605,point-cook-bc@ariocaregroup.com.au,www.ariocare.com.au,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM",Daily Living & Family Support Services,144.7353927,-37.8841432
Saviour Home Care Services,Saviour Home Care Services,"Unit 2 6 Moorong Street, Chadstone, VIC 3148",01 0073 8783,saviourhomecare@gmail.com,https://saviourhomecare.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.1052502,-37.8799355
Opendoor Ltd,Opendoor - Corio,"Level 1, Shop 1016 Corio Central, Bacchus Marsh Road, Corio, VIC 3214",1800 611 579,disability@opendoor.org.au,www.opendoor.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.3550623,-37.9474572
Hogan Care,Vilay Hogan,"226 Malop Street, Geelong, VIC 3220",0406 754 263,hi@hogancare.com.au,www.hogancare.com.au,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM",Daily Living & Family Support Services,144.3670583,-38.1493065
Opendoor Ltd,Opendoor - St Albans,"352a Main Road West, St Albans, VIC 3021",1800 611 579,disability@opendoor.org.au,www.opendoor.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.797455,-37.743714
Homewood Rac,Homewood Residential Aged Care,"8 Young Road, Hallam, VIC 3803",03 9458 7777,patsy.thomas@tlchealthcare.com.au,www.tlchomes.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.2759806,-38.0038235
East Wimmera Health Service,East Wimmera Health Service Wycheproof,"Wycheproof Hospital, 19 Grandview Street, Wycheproof, VIC 3527",03 5477 2149,ndis@ewhs.org.au,www.ewhs.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,143.2340317,-36.0785316
Housetide Support Services,Housetide Support Services,"22 Wyndham Street, Shepparton, VIC 3630",03 5891 1050,hello@housetidess.com.au,www.housetidess.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.4014956,-36.3687675
Endeavour Foundation,Endeavour Foundation - Keon Park,"12 Keon Parade, Thomastown, VIC 3074",1800 112 112,fundingschedules@endeavour.com.au,www.endeavour.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0139758,-37.6943309
Catalyst Training & Disability Services,Catalyst Disability Services,"290 Manningham Road, Templestowe Lower, VIC 3107",03 9038 9292,office@catalysttds.com.au,www.catalysttds.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.1120979,-37.7736921
Wellways Australia Limited,Wellways - Ballarat.,"Wellways / Acso, 305 Dana St, Ballarat, VIC 3350",1300 111 400,cdsnational@wellways.org,www.wellways.org,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,143.8551111,-37.564127
Jfu Jobseek Pty Ltd,JFU JOB Seek Pty Ltd,"202, 13-15 Chesterville Road, Cheltenham, VIC 3192",03 9578 3024,gisele@jfucare.com.au,www.jfucare.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Daily Living & Family Support Services,145.0563382,-37.9607743
Aurrum Pty. Limited,Aurrum Reservoir,"Aurrum, 1 Aberdeen Street, Reservoir, VIC 3073",0447 489 808,admin@mowby.com.au,www.aurrum.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0180548,-37.7033802
Paradise Disability Care,Sabcare,"3 Addison Avenue, Tarneit, VIC 3029",0424 054 340,rajshekark@gmail.com,www.paradisedisability.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 8AM-5PM, Sunday: 8AM-5PM",Daily Living & Family Support Services,144.6536213,-37.8390465
Oc Connections,Casey Hub,"4s Flicka Boulevard, Cranbourne West, VIC 3977",03 9569 0603,sroxby@occonnections.org,www.occonnections.org,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.2500731,-38.1066543
Carewest Group Pty. Ltd.,Allanvale Private Nursing Home,"Allanvale Nursing Home, 38 Ascot Street, Altona Meadows, VIC 3028",03 9369 4122,enquiries@carewestgroup.com.au,carewestgroup.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.7633347,-37.870799
Your Care Co (Geelong),Enable All,"Studio 5-17, Rutland Street, Newtown, VIC 3220",03 4250 8077,deb@enableall.com.au,www.enableall.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.3429644,-38.161159
The Community Of Cypriots Of The Norther,Grace Of Mary Greek Cypriot Elderly Host,"Grace Of Mary Hostel, 190-200 Mcdonalds Road, Epping, VIC 3076",03 9408 8169,gracemary@tpg.com.au,www.northerncypriotagedcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0601599,-37.6466315
Great Ocean Road Health,Great Ocean Road Health 2,"Great Ocean Road Health, 1 Albert Street, Lorne, VIC 3232",03 5237 8500,sandy.chamberlin@gorh.vic.gov.au,greatoceanroadhealth.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,143.9808354,-38.5454655
Marc Maron Care Services Pty Ltd,Marc Maron Care services,"Unit 7c, 36 Hume Road, Laverton North, VIC 3026",03 8329 1400,samm@mmaroncareservices.com.au,marcmaroncareservices.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 8AM-1PM, Sunday: 8AM-1PM",Daily Living & Family Support Services,144.7975825,-37.8210978
Whirlwind Organisers,becky andrews,"10 Elmstone Lane, Lake Gardens, VIC 3355",0421 958 091,beckyandrews@whirlwindorganisers.com,www.whirlwindorganisers.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,143.8120532,-37.5441615
Icare Connections,iCare Connections,"Corporate One, Ground Floor, 84 Hotham Street, Preston, VIC 3072",0490 184 979,silvana@icareconnections.com.au,https://icareconnections.com.au/,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Daily Living & Family Support Services,145.0077026,-37.746465
Opendoor Ltd,Opendoor - Footscray Head Office,"Unit 4, 2 Parker Street, Footscray, VIC 3011",1800 611 579,disability@opendoor.org.au,www.opendoor.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.9047724,-37.8070402
Cumberland Manor,Cumberland Manor,"Cumberland Manor, 25 Wiltshire Street, Sunshine North, VIC 3020",03 9311 7079,info@cumberlandmanor.com.au,www.cumberlandmanor.com.au,"Monday: 12AM-11AM, Tuesday: 12AM-11AM, Wednesday: 12AM-11AM, Thursday: 12AM-11AM, Friday: 12AM-11AM, Saturday: 12AM-11AM, Sunday: 12AM-11AM",Daily Living & Family Support Services,144.8436279,-37.775341
Mambourin Enterprises,Mambourin - Deer Park,"836-842 Ballarat Road, Deer Park, VIC 3023",03 9731 9200,contact@mambourin.org,www.mambourin.org,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.771023,-37.769292
